Al2O3_Bauxite;Fe2O3_Bauxite;T-SiO2_Bauxite;R-SiO2_Bauxite;TiO2_Bauxite;LOI_Bauxite;THA_Bauxite;Average_MC_RM;F-NaOH_Spend_Liquor;A/C_Spend_Liquor;SC_Spend_Liquor;F-NaOH_SLE_Outlet;A/C_SLE_Outlet;F-NaOH_BDH-P-102;A/C_BDH-P-102;F-NaOH_BOS;A/C_BOS;SiO2_BOS;SC_BOS;F-NaOH_PFS_Filtrate;A/C_PFS_Filtrate;F-NaOH_Pregnant_Liquor;A/C_Pregnant_Liquor;Na2CO3_Pregnant_Liquor;F/T-NaOH_Pregnant_Liquor
49.4212;14.4322;7.1721;4.16235;1.19125;26.0987;42.8026555;13.67;154.7;0.486;7.22;176.6;0.489;154.7;0.486;156.9;0.824;0.519;21.76;148.1;0.804;156.9;0.803;39.1;81.2649896
49.4212;14.4322;7.1721;4.16235;1.19125;26.0987;42.8026555;15.11;148.1;0.493;12.42;171.1;0.489;150.3;0.486;151.4;0.825;0.357;48.32;137.1;0.838;148.1;0.812;36.9;81.2736853
49.4212;14.4322;7.1721;4.16235;1.19125;26.0987;42.8026555;14.115;148.1;0.497;7.5;170;0.508;150.3;0.493;144.8;0.841;3.161;43.9;136;0.825;144.8;0.823;36.1;81.26498382
49.4212;14.4322;7.1721;4.16235;1.19125;26.0987;42.8026555;14.71;148.1;0.493;7.33;181;0.459;151.4;0.486;147;0.8;1.233;39;139.3;0.794;148.1;0.787;36.9;81.27130915
49.4212;14.4322;7.1721;4.16235;1.19125;26.0987;42.8026555;;;;;;;;;;;;;;;;;;
49.4212;14.4322;7.1721;4.16235;1.19125;26.0987;42.8026555;;;;;;;;;;;;;;;;;;
49.4212;14.4322;7.1721;4.16235;1.19125;26.0987;42.8026555;;;;;;;;;;;;;;;;;;
49.4212;14.4322;7.1721;4.16235;1.19125;26.0987;42.8026555;;;;;;;;;;;;;;;;;;
49.4212;14.4322;7.1721;4.16235;1.19125;26.0987;42.8026555;;;;;;;;;;;;;;;;;;
49.4212;14.4322;7.1721;4.16235;1.19125;26.0987;42.8026555;;151.4;0.49;3.43;;;;;;;;;;;;;;
49.4212;14.4322;7.1721;4.16235;1.19125;26.0987;42.8026555;15.25;166.7;0.378;11.2;215;0.394;163.4;0.373;177.7;0.396;0.478;2.7;157.9;0.436;168.9;0.433;42.1;81.22468025
49.4212;14.4322;7.1721;4.16235;1.19125;26.0987;42.8026555;17.28;160.7;0.389;6.5;199.6;0.387;156.9;0.381;149.2;0.83;0.38;74;156.9;0.784;150.3;0.782;37.4;81.29382518
49.4212;14.4322;7.1721;4.16235;1.19125;26.0987;42.8026555;14.025;161.2;0.404;0.8;183.2;0.416;159;0.399;155.8;0.829;0.493;42.64;143.7;0.777;150.3;0.786;37.4;81.29419942
49.4212;14.4322;7.1721;4.16235;1.19125;26.0987;42.8026555;14.485;156.9;0.432;0.73;177.7;0.447;154.7;0.445;152.5;0.837;0.529;17.21;142.6;0.795;149.2;0.781;37.2;81.25712759
49.4212;14.4322;7.1721;4.16235;1.19125;26.0987;42.8026555;13.685;154.7;0.435;5.27;178.8;0.447;151.4;0.437;150.3;0.835;0.606;36.8;139.3;0.806;148.1;0.812;36.9;81.2736853
49.4212;14.4322;7.1721;4.16235;1.19125;26.0987;42.8026555;15.21;148.1;0.436;8;179.9;0.421;154.7;0.435;153.6;0.824;0.537;83.73;139.3;0.81;148.1;0.829;36.9;81.27530073
49.4212;14.4322;7.1721;4.16235;1.19125;26.0987;42.8026555;14.475;152.5;0.441;3.9;179.9;0.456;159;0.426;149.2;0.813;0.568;55.18;140.4;0.777;154.7;0.767;38.5;81.28789009
49.4212;14.4322;7.1721;4.16235;1.19125;26.0987;42.8026555;12.355;143.7;0.45;3.05;177.7;0.438;154.7;0.431;153.6;0.834;0.37;85.88;139.3;0.806;148.1;0.797;36.9;81.27225968
49.4212;14.4322;7.1721;4.16235;1.19125;26.0987;42.8026555;15.32;149.7;0.444;11.9;174.4;0.469;144.8;0.439;148.6;0.846;;49.47;134.9;0.821;145.3;0.813;36.2;81.27649142
49.29;14.36;8.36;3;1.1;26.63;43.926;15.595;143.7;0.44;2.87;167.8;0.457;147;0.443;143.7;0.857;0.465;42.9;132.7;0.838;142.6;0.832;35.5;81.29425339
49.29;14.36;8.36;3;1.1;26.63;43.926;12.09;143.7;0.437;2;173.3;0.444;148.1;0.438;147;0.805;0.578;47.13;137.1;0.792;147;0.786;36.6;81.28503137
49.29;14.36;8.36;3;1.1;26.63;43.926;14.7;140.4;0.443;0.64;165.6;0.443;151.5;0.436;140.4;0.834;0.395;57.8;131.6;0.813;139.3;0.825;34.7;81.28387776
49.27;14.6;8.04;2.94;1.17;25.68;43.9342;17.12;156.2;0.331;12;189.4;0.33;155.2;0.33;150.9;0.767;0.473;39.65;139.1;0.675;147.7;0.674;36.8;81.26090706
49.27;14.6;8.04;2.94;1.17;25.68;44.620871;;138;0.393;0.56;;;139.1;0.401;154.1;0.372;0.236;1.53;134.8;0.418;139.1;0.401;34.7;81.21406381
49.27;14.6;8.04;2.94;1.17;25.68;44.620871;16.785;158.4;0.385;11.72;202.2;0.381;153;0.378;146.6;0.807;0.403;49.8;135.9;0.762;145.5;0.764;36.3;81.24572195
49.27;14.6;8.04;2.94;1.17;25.68;43.9342;;150.9;0.41;3.09;181.9;0.399;146.6;0.409;159.4;0.404;0.426;2.87;144.5;0.478;150.9;0.474;37.6;81.23949076
49.27;14.6;8.04;2.94;1.17;25.68;43.9342;13.665;141.3;0.428;2.16;;;139.1;0.427;140.2;0.869;0.516;4.67;132.2;0.847;139.1;0.843;34.7;81.25890948
49.27;14.6;8.04;2.94;1.17;25.68;43.9342;14.62;145.5;0.432;0.5;;;148.7;0.44;143.4;0.871;0.598;48;137;0.819;145.5;0.806;36.3;81.24979059
49.27;14.6;8.04;2.94;1.17;25.68;43.9342;15.51;153;0.431;2.57;155.2;0.429;153;0.435;155.2;0.805;0.601;43.26;145.5;0.802;156.2;0.767;38.9;81.27436891
49.27;14.6;8.04;2.94;1.17;25.68;43.9342;14.5;153;0.441;2.52;201.2;0.424;159.4;0.433;159.4;0.847;0.714;51.46;147.7;0.767;155.2;0.749;38.7;81.24942104
49.27;14.6;8.04;2.94;1.17;25.68;43.9342;14.69;147.7;0.423;3.41;194.8;0.438;149.8;0.44;146.6;0.848;0.347;48.69;144.5;0.745;140.2;0.833;34.9;81.29711023
49.27;14.6;8.04;2.94;1.17;25.68;43.9342;17.87;138;0.426;11.45;;;146.6;0.404;141.3;0.765;0.37;34.8;132.7;0.712;146.6;0.603;36.5;81.26786968
49.6729;11.1659;9.4415;2.5265;0.811;25.7624;45.29466;18.265;159.4;0.34;1.08;;;145.5;0.397;145.5;0.808;0.3;60.45;129.5;0.792;139.1;0.777;34.7;81.25222667
49.6729;11.1659;9.4415;2.5265;0.811;25.7624;45.29466;12.72;144.5;0.421;1.77;172.3;0.42;146.6;0.387;138;0.826;0.321;47.5;140.2;0.814;140.2;0.803;34.9;81.29410288
49.8974;13.6338;9.7373;2.7673;1.1273;25.61;44.891319;15.04;150.9;0.43;;185.1;0.41;145.5;0.397;148.7;0.797;0.437;35.94;138;0.797;149.8;0.751;37.3;81.27890345
50.7316;13.2718;7.376;2.826;1.0896;25.67;45.71701;16.53;149.8;0.436;1.53;192.6;0.407;152;0.425;149.8;0.822;0.598;52.92;143.4;0.806;146.6;0.83;36.5;81.28966693
50.7316;13.2718;7.376;2.826;1.0896;25.67;45.71701;15.08;147.7;0.436;1.4;193.7;0.376;150.9;0.43;147.7;0.841;0.611;45;141.3;0.8;149.8;0.798;37.3;81.28331864
50.7316;13.2718;7.376;2.826;1.0896;25.67;45.71701;16.455;154.1;0.434;1.52;179.8;0.446;152;0.437;144.5;0.884;0.542;49.07;133.8;0.86;141.3;0.857;35.2;81.28492919
50.7316;13.2718;7.376;2.826;1.0896;25.67;45.71701;15.995;140.2;0.441;0.82;181.9;0.423;144.5;0.421;141.3;0.872;;40;134.8;0.827;142.3;0.823;35.5;81.25409991
50.7316;13.2718;7.376;2.826;1.0896;25.67;45.71701;14.55;146.6;0.401;;148.7;0.412;143.4;0.407;140.2;0.821;0.529;47.68;149.8;0.782;141.3;0.79;35.2;81.27826005
50.7316;13.2718;7.376;2.826;1.0896;25.67;45.71701;13.585;154.5;0.335;0.89;138.6;0.423;139.7;0.406;136.5;0.841;0.48;13.76;119.6;0.827;133.3;0.827;33.2;81.29087065
50.7316;13.2718;7.376;2.826;1.0896;25.67;45.71701;14.64;157.7;0.375;;171.4;0.403;151.3;0.397;145;0.833;0.544;174.17;134.4;0.81;143.9;0.773;35.9;81.24785742
48.7103;15.91395;6.73045;4.0881;1.25175;25.8912;41.9489405;;164.3;0.448;0.73;;;165.3;0.461;183.7;0.435;0.583;0.33;164.3;0.454;177.2;0.442;44.2;81.21046143
50.00221667;15.62586667;6.015;3.799233333;1.171866667;26.22933333;43.593157;13.27;158.9;0.413;2.22;185.9;0.421;151.3;0.416;149.1;0.837;0.498;36.82;143.7;0.784;150.2;0.778;37.4;81.28104499
48.7103;15.91395;6.73045;4.0881;1.25175;25.8912;41.9489405;15.465;147;0.417;1.6;171.8;0.419;151.3;0.413;142.6;0.849;0.503;38.3;138.3;0.795;147;0.802;36.6;81.28656239
48.91145;15.541325;8.520625;4.777025;1.23355;25.2303;41.4688345;14.5;144.8;0.455;3.14;;;149.1;0.452;138.3;0.846;;54.96;136.2;0.805;138.3;0.812;34.5;81.2564811
48.91145;15.541325;8.520625;4.777025;1.23355;25.2303;41.4688345;;151.3;0.456;2.92;167.5;0.475;149.1;0.463;144.8;0.852;0.478;52.73;118.9;0.74;129.7;0.683;32.3;81.27963455
48.91145;15.541325;8.520625;4.777025;1.23355;25.2303;41.4688345;15.365;150.2;0.344;1.09;180.5;0.356;150.2;0.347;156.7;0.494;0.388;27.2;134;0.456;139.4;0.457;34.7;81.26007433
48.91145;15.541325;8.520625;4.777025;1.23355;25.2303;41.4688345;14.9;145.9;0.397;4.45;168.6;0.391;145.9;0.401;138.3;0.85;0.48;49.74;132.9;0.777;141.6;0.782;35.3;81.26388836
48.91145;15.541325;8.520625;4.777025;1.23355;25.2303;41.4688345;17.055;148.1;0.438;16.55;171.8;0.439;147;0.434;142.6;0.887;0.465;54.1;135.1;0.831;144.8;0.837;36.1;81.26634495
48.91145;15.541325;8.520625;4.777025;1.23355;25.2303;41.4688345;13.54;138.3;0.453;14.57;163.2;0.459;147;0.448;139.4;0.892;0.357;52.46;132.9;0.876;141.6;0.867;35.3;81.2723374
48.91145;15.541325;8.520625;4.777025;1.23355;25.2303;41.4688345;5.385;138.3;0.471;5.14;151.3;0.471;142.6;0.462;140.5;0.853;0.506;54.69;137.2;0.773;143.7;0.796;35.8;81.27642327
48.91145;15.541325;8.520625;4.777025;1.23355;25.2303;41.4688345;13.99;142.6;0.488;4.48;165.3;0.473;149.1;0.471;145.9;0.807;0.897;24.7;138.3;0.8;147;0.804;36.6;81.28675375
48.91145;15.541325;8.520625;4.777025;1.23355;25.2303;41.4688345;14.255;140.5;0.495;5.44;172.9;0.805;145.4;0.475;144.8;0.816;;51.37;130.8;0.805;141.6;0.786;35.3;81.26428614
48.91145;15.541325;8.520625;4.777025;1.23355;25.2303;41.4688345;14.74;145.9;0.488;0.8;175.5;0.498;153.5;0.475;149.1;0.825;;54.13;142.6;0.787;155.6;0.76;38.8;81.2501183
48.91145;15.541325;8.520625;4.777025;1.23355;25.2303;41.4688345;6.32;150.2;0.492;1.2;170.7;0.496;151.3;0.489;148.1;0.853;0.668;30.35;140.5;0.784;145.9;0.814;36.4;81.25024304
48.91145;15.541325;8.520625;4.777025;1.23355;25.2303;41.4688345;16.955;146.3;0.503;1.48;174.2;0.503;148.4;0.496;148.4;0.847;0.478;47.71;133.3;0.818;141.9;0.795;35.4;81.25166138
48.91145;15.541325;8.520625;4.777025;1.23355;25.2303;41.4688345;18.66;163.5;0.424;1.3;181.7;0.476;150.6;0.478;146.3;0.819;0.426;55.72;134.4;0.807;140.9;0.808;35.1;81.2804693
48.91145;15.541325;8.520625;4.777025;1.23355;25.2303;41.4688345;14.315;141.6;0.5;9.88;168.6;0.468;150.2;0.474;152.4;0.818;0.58;14.9;139.4;0.821;148.1;0.791;36.9;81.27168938
48.44805;14.0282;10.55365;3.7313;1.0048;25.91685;42.351329;11.45;138.3;0.448;1.23;170.6;0.415;145.2;0.43;143.1;0.819;0.365;43.85;132.5;0.826;138.3;0.813;34.5;81.25658293
48.4591;15.85745;7.92895;4.4716;1.09725;26.2025;41.2958705;;154.7;0.478;4.48;177;0.474;152.6;0.474;167.4;0.451;0.28;4.18;147.3;0.477;154.7;0.488;38.6;81.21381275
50.17;15.32495;6.68715;3.9272;1.15785;27.585;43.6691535;14.86;149.4;0.478;1.14;155.8;0.481;161.1;0.485;157.9;0.828;0.372;33.9;153.7;0.505;163.2;0.507;38.3;82.33002521
47.7993;14.0883;9.85625;3.66875;0.89105;26.0587;41.7604925;11.985;152.7;0.392;6.72;164.5;0.424;140.9;0.417;137.6;0.712;0.539;7.05;129;0.757;140.9;0.767;34.3;81.70312446
47.7993;14.0883;9.85625;3.66875;0.89105;26.0587;41.7604925;14.07;143;0.459;2.24;172.1;0.439;143;0.448;144.1;0.823;0.539;16.95;126.9;0.827;139.8;0.833;34.8;81.29757911
47.7993;14.0883;9.85625;3.66875;0.89105;26.0587;41.7604925;15.32;139.8;0.454;;175.3;0.461;145.2;0.448;137.6;0.843;0.542;40;128;0.796;138.7;0.764;34.6;81.25124987
47.7993;14.0883;9.85625;3.66875;0.89105;26.0587;41.7604925;17.26;146.3;0.434;5.3;181.7;0.453;148.4;0.446;144.1;0.841;0.478;36;133.3;0.787;143;0.789;35.6;81.28957537
47.7993;14.0883;9.85625;3.66875;0.89105;26.0587;41.7604925;13.005;139.8;0.451;0.73;172.1;0.412;139.8;0.451;145.2;0.813;0.534;21.55;129;0.813;134.4;0.781;33.5;81.27079154
47.7993;14.0883;9.85625;3.66875;0.89105;26.0587;41.7604925;11.55;150.6;0.418;0.93;177.4;0.414;145.2;0.434;145.2;0.832;0.526;38.38;139.8;0.732;145.2;0.741;36.2;81.25666588
47.7993;14.0883;9.85625;3.66875;0.89105;26.0587;41.7604925;15.61;137.6;0.45;10.18;138.7;0.435;148.4;0.417;141.9;0.85;0.575;54.13;132.3;0.798;138.7;0.81;34.6;81.25592203
50.00221667;15.62586667;6.015;3.799233333;1.171866667;26.22933333;43.593157;11.24;150.6;0.331;1.45;180.7;0.414;159.2;0.3;139.8;0.796;0.519;26.84;151.6;0.415;152.7;0.533;38;81.268336
50.00221667;15.62586667;6.015;3.799233333;1.171866667;26.22933333;43.593157;18.39;150.6;0.401;0.75;;;155.9;0.401;160.2;0.426;0.493;1.36;150.6;0.411;160.2;0.416;39.9;81.23993022
50.00221667;15.62586667;6.015;3.799233333;1.171866667;26.22933333;43.593157;16.475;162.4;0.311;3;;;147.3;0.343;138.7;0.819;0.49;11.88;140.9;0.759;145.2;0.801;36.2;81.26248693
50.00221667;15.62586667;6.015;3.799233333;1.171866667;26.22933333;43.593157;13.825;154.9;0.377;0.91;181.7;0.321;150.6;0.385;146.3;0.856;0.429;43.63;143;0.799;146.3;0.768;37.2;80.88581521
50.00221667;15.62586667;6.015;3.799233333;1.171866667;26.22933333;43.593157;11.365;147.3;0.43;6.5;;;151.6;0.406;150.6;0.8;0.639;35.8;139.8;0.776;147.3;0.8;36.7;81.27330231
50.00221667;15.62586667;6.015;3.799233333;1.171866667;26.22933333;43.593157;15.21;145.2;0.457;1.1;174.2;0.441;154.9;0.418;148.4;0.791;0.578;36.81;136;0.814;154.9;0.748;38.6;81.26169185
50.00221667;15.62586667;6.015;3.799233333;1.171866667;26.22933333;43.593157;17.975;145.2;0.464;1.52;173.1;0.459;150.6;0.43;146.3;0.835;0.524;48.13;123.7;0.809;136.6;0.817;34;81.29978305
50.00221667;15.62586667;6.015;3.799233333;1.171866667;26.22933333;43.593157;15.57;141.9;0.478;5.91;178.5;0.469;146.3;0.479;150.6;0.867;0.614;42.45;136.6;0.852;145.2;0.841;36.2;81.26636562
50.00221667;15.62586667;6.015;3.799233333;1.171866667;26.22933333;43.593157;14.72;139.8;0.497;1;173.1;0.483;148.4;0.472;145.2;0.761;0.586;36.83;137.6;0.784;143;0.791;35.6;81.28977204
49.369;14.0704;7.321;3.1336;1.11245;26.67185;43.905488;;147.7;0.533;1;114;0.526;154.2;0.538;160.7;0.542;0.252;0.35;145.5;0.526;152;0.546;37.9;81.23302786
49.369;14.0704;7.321;3.1336;1.11245;26.67185;43.905488;;147.7;0.442;3.92;179.2;0.437;148.8;0.438;147.7;0.791;0.262;53.63;135.8;0.73;141.2;0.75;35.2;81.26106731
49.67745;13.92975;7.35495;3.2577;1.10345;26.7475;44.1022485;13.565;139;0.435;2.64;140.1;0.425;140.1;0.443;133.6;0.816;0.139;35.24;130.3;0.781;137.9;0.768;34.4;81.25234461
49.67745;13.92975;7.35495;3.2577;1.10345;26.7475;44.1022485;16.345;144.4;0.47;4.27;173.8;0.474;145.5;0.473;144.4;0.816;0.447;36.8;133.6;0.801;140.1;0.797;34.9;81.28020613
49.52675;14.2416;7.3625;3.1427;1.1336;26.77115;44.027821;17.195;143.1;0.441;1.3;169.6;0.438;144.1;0.442;143;0.762;0.434;19.9;130.4;0.777;146.3;0.721;36.4;81.29235512
49.52675;14.2416;7.3625;3.1427;1.1336;26.77115;44.027821;14.305;143.1;0.448;4.19;168;0.465;141;0.452;142;0.837;0.591;43.5;129.8;0.816;137.8;0.809;34.3;81.29751701
49.52675;14.2416;7.3625;3.1427;1.1336;26.77115;44.027821;16.01;142;0.428;2.07;;;142;0.434;138.3;0.79;;56.52;129.8;0.72;135.7;0.739;33.8;81.27896212
50.09385;14.13475;7.355;3.0352;1.1609;26.67435;44.7259735;;137.8;0.443;4.8;169.6;0.462;147.3;0.418;145.2;0.452;0.508;7.1;136.7;0.521;141;0.506;35.1;81.26353226
50.09385;14.13475;7.355;3.0352;1.1609;26.67435;44.7259735;15.055;146.3;0.324;6.08;173.8;0.352;146.3;0.331;138.8;0.796;0.539;40.2;125.1;0.741;133.5;0.751;33.3;81.25448373
48.0084;15.57855;7.4921;3.0122;1.0047;24.2119;42.4485635;17.055;150.5;0.311;1.4;179.1;0.355;159;0.314;151.6;0.8;0.568;8.53;132.5;0.776;142;0.782;35.4;81.26351979
48.0084;15.57855;7.4921;3.0122;1.0047;24.2119;42.4485635;13.12;147.3;0.407;5.1;179.1;0.398;151.6;0.388;149.4;0.83;0.241;46.82;148.4;0.716;143.1;0.819;35.6;81.3055418
47.884;15.2717;8.7451;3.8176;0.91605;23.7044;41.508413;13.635;147.3;0.407;2.1;177;0.415;151.6;0.381;152.6;0.785;0.503;41.4;129.3;0.814;138.8;0.773;34.6;81.26561472
47.884;15.2717;8.7451;3.8176;0.91605;23.7044;41.508413;12.56;144.1;0.47;0.9;174.9;0.426;151.6;0.409;148.4;0.818;0.529;29.8;129.3;0.798;143.1;0.728;35.6;81.29660412
48.31515;14.03065;8.64625;2.250855;1.0193;24.2794;43.80213765;16.68;142;0.444;13.91;170.6;0.424;148.4;0.421;137.8;0.839;0.29;23.6;131.4;0.812;139.9;0.774;34.9;81.25124273
48.31515;14.03065;8.64625;2.250855;1.0193;24.2794;43.80213765;16.14;159;0.351;2;180.2;0.431;148.4;0.421;164.3;0.482;0.462;13.64;136.7;0.724;139.9;0.793;34.9;81.25315623
48.31515;14.03065;8.64625;2.250855;1.0193;24.2794;43.80213765;13.84;137.8;0.454;0.48;167.4;0.454;141;0.436;139.9;0.849;0.66;25.89;137.8;0.715;137.8;0.786;35.4;80.69530792
48.31515;14.03065;8.64625;2.250855;1.0193;24.2794;43.80213765;15.115;146.3;0.424;5.82;165.3;0.4;151.6;0.361;149.4;0.753;0.257;60.21;133.5;0.784;136.7;0.808;34.1;81.2575137
48.31515;14.03065;8.64625;2.250855;1.0193;24.2794;43.80213765;13.66;143.1;0.415;6.25;175.9;0.432;156.8;0.369;142;0.858;0.429;37.75;129.3;0.83;144.1;0.802;35.9;81.27661134
48.31515;14.03065;8.64625;2.250855;1.0193;24.2794;43.80213765;14.575;144.1;0.416;0.8;171.7;0.425;148.4;0.411;143.1;0.823;0.329;38.9;131.4;0.82;139.9;0.819;34.9;81.25577407
50.526;12.46825;6.5908;2.4311;1.1084;26.32935;46.0544855;13.18;143.9;0.358;14.2;;;150.6;0.328;149.5;0.757;0.239;55.13;143.9;0.706;148.4;0.734;37;81.25333364
50.526;12.46825;6.5908;2.4311;1.1084;26.32935;46.0544855;7.58;151.7;0.295;2.86;147.3;0.322;142.8;0.354;142.8;0.829;0.28;45.89;138.3;0.73;141.7;0.747;35.3;81.27357956
50.526;12.46825;6.5908;2.4311;1.1084;26.32935;46.0544855;16.19;143.9;0.432;2.2;;;149.5;0.387;143.9;0.834;0.139;42;137.2;0.813;143.9;0.83;35.9;81.25343895
50.526;12.46825;6.5908;2.4311;1.1084;26.32935;46.0544855;12.67;139.5;0.442;5.1;;;154;0.403;145;0.809;0.229;28;139.5;0.8;148.4;0.819;37;81.26140373
50.526;12.46825;6.5908;2.4311;1.1084;26.32935;46.0544855;12.355;151.7;0.434;2.33;;;148.4;0.426;148.4;0.802;0.259;25.36;136.1;0.82;148.4;0.798;37;81.25941059
50.526;12.46825;6.5908;2.4311;1.1084;26.32935;46.0544855;14.625;142.3;0.443;2.76;142.3;0.45;143.9;0.438;142.8;0.839;0.475;29.76;132.5;0.818;140.1;0.808;34.9;81.28131058
49.11985;14.5603;8.2756;2.9481;1.0401;25.035;43.781338;14.63;143.4;0.45;6.4;172.7;0.433;149.9;0.434;145.5;0.813;0.421;38.4;134.7;0.784;142.3;0.785;35.4;81.30315355
49.11985;14.5603;8.2756;2.9481;1.0401;25.035;43.781338;15.345;141.2;0.457;8.6;170.5;0.463;142.3;0.461;144.4;0.865;0.416;29;132.5;0.839;137.9;0.839;34.4;81.25959607
49.11985;14.5603;8.2756;2.9481;1.0401;25.035;43.781338;14.77;137.9;0.446;4.21;172.7;0.424;142.2;0.435;141.2;0.806;0.282;45.5;132.5;0.769;139;0.756;34.6;81.29073834
47.70465;12.42745;8.83555;3.13835;0.91635;25.80435;42.482498;14.205;135.8;0.457;12.48;173.8;0.442;145.5;0.412;146.6;0.856;0.205;42.11;130.3;0.845;137.9;0.836;34.4;81.25928978
47.70465;12.42745;8.83555;3.13835;0.91635;25.80435;42.482498;13.655;143.4;0.436;3.63;177;0.454;145.5;0.451;139;0.829;0.244;32.5;131.4;0.832;139;0.829;34.3;81.46027561
47.70465;12.42745;8.83555;3.13835;0.91635;25.80435;42.482498;16.72;141.2;0.447;0.5;162.9;0.466;142.3;0.459;139;0.838;0.223;30.4;132.5;0.817;141.2;0.803;35.2;81.26635299
47.1236;15.29735;9.9096;4.5696;0.9321;24.66;39.9395255;15.13;144.4;0.298;0.58;173.8;0.444;147.7;0.449;143.4;0.856;0.267;28.52;132.5;0.828;139;0.819;34.6;81.29710966
47.1236;15.29735;9.9096;4.5696;0.9321;24.66;39.9395255;11.89;140.1;0.458;4.08;139;0.436;148.8;0.452;146.6;0.837;0.295;31.35;133.6;0.826;141.2;0.84;35.2;81.27004122
47.1236;15.29735;9.9096;4.5696;0.9321;24.66;39.9395255;17.78;155.3;0.417;12.22;173.8;0.462;151;0.439;151;0.683;0.229;30.1;135.8;0.831;143.4;0.535;35.7;81.26419702
47.1236;15.29735;9.9096;4.5696;0.9321;24.66;39.9395255;17.49;145.5;0.463;15.09;174.8;0.438;148.8;0.442;147.7;0.841;0.452;25.82;135.8;0.805;144.4;0.803;36;81.26339911
47.1236;15.29735;9.9096;4.5696;0.9321;24.66;39.9395255;19.115;145.5;0.463;2.3;;;145.5;0.441;143.4;0.78;0.244;38.67;140.1;0.735;147.7;0.726;36.8;81.2658677
47.1236;15.29735;9.9096;4.5696;0.9321;24.66;39.9395255;17.55;155.3;0.403;6.4;178.1;0.43;145.5;0.445;144.4;0.842;0.154;17.3;139;0.738;142.3;0.75;35.4;81.29969669
47.1236;15.29735;9.9096;4.5696;0.9321;24.66;39.9395255;12.35;148.8;0.456;4.36;181.4;0.454;152;0.439;154.2;0.839;0.226;39.33;146.6;0.816;145.5;0.829;36.3;81.25201791
49.17995;14.35195;6.8721;4.2773;1.02285;25.8262;42.4504465;7.37;148.1;0.426;1.3;;;162.3;0.405;142.6;0.859;0.326;32.3;137.1;0.813;142.6;0.818;35.5;81.29287338
49.17995;14.35195;6.8721;4.2773;1.02285;25.8262;42.4504465;13.475;140.4;0.449;4.27;;;147;0.45;141.5;0.839;0.645;36.93;137.1;0.805;143.7;0.819;35.8;81.27867528
49.17995;14.35195;6.8721;4.2773;1.02285;25.8262;42.4504465;14.115;153.6;0.394;0.93;142.6;0.461;142.6;0.461;142.6;0.829;1.253;19.63;131.6;0.798;142.6;0.774;35.5;81.28853488
49.17995;14.35195;6.8721;4.2773;1.02285;25.8262;42.4504465;13.565;153.6;0.428;0.73;181;0.436;153.6;0.394;148.1;0.816;0.385;26.8;137.1;0.786;148.1;0.763;36.9;81.26902748
49.17995;14.35195;6.8721;4.2773;1.02285;25.8262;42.4504465;14.1;144.8;0.45;3.1;173.3;0.446;143.7;0.45;148.1;0.827;;14.58;132.7;0.784;137.1;0.824;34.2;81.25879392
49.17995;14.35195;6.8721;4.2773;1.02285;25.8262;42.4504465;15.56;137.1;0.458;56.55;168.9;0.819;145.9;0.424;142.6;0.848;0.293;34.45;128.3;0.819;134.9;0.848;33.6;81.2911888
49.53445;14.5716;7.6282;4.5483;1.049;24.9819;42.482029;12.845;154.7;0.403;8.29;165.6;0.434;138.2;0.439;141.5;0.832;0.288;41.65;141.5;0.758;141.5;0.758;35.3;81.24831194
49.53445;14.5716;7.6282;4.5483;1.049;24.9819;42.482029;15.705;144.8;0.438;2.18;173.3;0.436;142.6;0.437;142.6;0.815;0.3;19.27;129.4;0.779;142.6;0.733;35.5;81.28449038
50.0687;13.69035;6.37845;4.13345;1.03705;25.9475;43.592356;16.25;145.9;0.387;14.87;;;143.7;0.393;137.1;0.809;0.177;40.52;136;0.734;148.1;0.728;36.9;81.26569905
50.0687;13.69035;6.37845;4.13345;1.03705;25.9475;43.592356;16.47;148.1;0.432;9.73;172.2;0.414;151.4;0.412;148.1;0.86;0.503;60.73;133.8;0.817;139.3;0.8;34.7;81.2813537
50.0687;13.69035;6.37845;4.13345;1.03705;25.9475;43.592356;16.325;144.8;0.398;6.8;175.5;0.427;151.4;0.461;148.1;0.781;0.211;49.33;129.4;0.763;143.7;0.79;35.8;81.2758357
50.0687;13.69035;6.37845;4.13345;1.03705;25.9475;43.592356;17.97;148.4;0.431;4.18;171.8;0.444;149.5;0.456;151.7;0.754;0.2;20.79;145;0.556;135;0.8;33.6;81.29998755
50.0687;13.69035;6.37845;4.13345;1.03705;25.9475;43.592356;17.08;154;0.45;1.2;183;0.455;162.9;0.432;168.5;0.804;0.311;42.06;143.9;0.713;155.1;0.772;38.6;81.28794439
50.0687;13.69035;6.37845;4.13345;1.03705;25.9475;43.592356;;145;0.543;3.35;145;0.554;151.7;0.43;156.2;0.456;0.349;21.2;148.4;0.541;149.5;0.544;37.2;81.27227288
49.76715;11.6969;9.644;4.46425;1.1589;26.49985;43.2358675;14.74;148.4;0.449;1.17;172.9;0.463;143.9;0.463;143.9;0.862;0.519;29.81;136.1;0.817;142.8;0.818;35.6;81.26633841
49.76715;11.6969;9.644;4.46425;1.1589;26.49985;43.2358675;16.075;146.1;0.447;3.3;169;0.445;142.2;0.429;142.8;0.798;0.48;29.92;133.9;0.808;140.6;0.792;35;81.29254527
