Al2O3_Bauxite;Fe2O3_Bauxite;T-SiO2_Bauxite;R-SiO2_Bauxite;TiO2_Bauxite;LOI_Bauxite;THA_Bauxite;Average_MC_RM;F-NaOH_Spend_Liquor;A/C_Spend_Liquor;SC_Spend_Liquor;F-NaOH_SLE_Outlet;A/C_SLE_Outlet;F-NaOH_BDH-P-102;A/C_BDH-P-102;F-NaOH_BOS;A/C_BOS;SiO2_BOS;SC_BOS;F-NaOH_PFS_Filtrate;A/C_PFS_Filtrate;F-NaOH_Pregnant_Liquor;A/C_Pregnant_Liquor;Na2CO3_Pregnant_Liquor;F/T-NaOH_Pregnant_Liquor
48.8123;14.3196;5.7889;2.47925;1.2918;23.9194;44.0115625;15.245;160.7;0.443;1.73;180.4;0.446;153.1;0.427;152;0.795;0.532;54.38;134.5;0.511;139.9;0.723;34.9;81.24610456
48.7183;12.646675;10.926725;3.108625;1.0245;26.129675;43.49507;13.98;156.2;0.437;1.13;174.9;0.421;148.7;0.406;153.1;0.802;0.598;32.67;141;0.794;155.2;0.772;38.7;81.25151033
48.7183;12.646675;10.926725;3.108625;1.0245;26.129675;43.49507;15.945;145.4;0.422;5.69;172.7;0.409;150.9;0.374;150.9;0.823;0.519;25.9;137.7;0.759;142.1;0.805;35.4;81.27892807
48.7183;12.646675;10.926725;3.108625;1.0245;26.129675;43.49507;14.5;153.1;0.417;10.94;174.9;0.444;150.6;0.398;147.3;0.846;0.637;18.17;139.9;0.814;151.6;0.812;37.8;81.25804339
48.7183;12.646675;10.926725;3.108625;1.0245;26.129675;43.49507;13.325;148.4;0.508;6.33;160.2;0.428;154.9;0.399;154.9;0.836;0.719;32.43;144.1;0.801;147.3;0.81;34.8;82.24371041
48.7183;12.646675;10.926725;3.108625;1.0245;26.129675;43.49507;14.735;144.1;0.436;4.5;169;0.432;148.4;0.433;140.9;0.816;0.578;44;138.7;0.801;141.9;0.81;35.4;81.25315067
48.7183;12.646675;10.926725;3.108625;1.0245;26.129675;43.49507;17.595;143;0.439;2.27;178.5;0.433;147.3;0.443;147.3;0.826;0.542;46;144.1;0.791;148.4;0.797;37;81.25931567
48.788725;11.644675;11.97095;2.87495;0.9398;26.17125;43.96582725;17.51;152.7;0.471;8.95;176.4;0.471;146.3;0.459;152.7;0.807;0.473;53.33;146.3;0.528;141.9;0.735;35.4;81.24570186
48.788725;11.644675;11.97095;2.87495;0.9398;26.17125;43.96582725;16.615;150.9;0.436;2.33;147.6;0.443;144.3;0.425;144.3;0.827;0.547;40.48;143.2;0.754;144.3;0.789;36;81.24910172
48.5775;14.5789;6.07655;2.3035;1.26795;27.01685;43.92592;15.325;148.7;0.433;3.2;;;143;0.412;138.7;0.853;0.66;34.36;136.7;0.816;139.8;0.819;34.8;81.29617184
48.5775;14.5789;6.07655;2.3035;1.26795;27.01685;43.92592;16.49;148.4;0.4;20.09;172;0.385;150.6;0.379;145.2;0.785;0.637;49;129;0.85;147.3;0.764;36.7;81.26986168
48.4315;13.2755;10.7854;3.4218;1.1074;26.2324;42.778849;14.945;145.2;0.419;8.77;182.8;0.421;145.2;0.423;147.3;0.817;0.442;47.58;138.7;0.836;144.1;0.845;35.9;81.28080937
48.4315;13.2755;10.7854;3.4218;1.1074;26.2324;42.778849;17.565;143;0.426;6.86;155.9;0.447;141.9;0.47;143;0.804;;;135.5;0.827;140.9;0.819;35.1;81.28156742
48.4315;13.2755;10.7854;3.4218;1.1074;26.2324;42.778849;14.735;143;0.439;3.77;167.8;0.433;144.1;0.429;145.2;0.83;0.586;46.43;133.3;0.822;145.2;0.819;36.2;81.26423254
48.4315;13.2755;10.7854;3.4218;1.1074;26.2324;42.778849;16;137.6;0.439;1.62;164.5;0.438;146.3;0.436;141.9;0.823;0.501;56.36;141.9;0.758;145.3;0.81;36.7;81.01758488
48.7532;13.1599;8.097;2.7335;1.10255;27.05615;43.85437;16.5;141.9;0.439;5.71;172.1;0.439;144.1;0.445;145.2;0.822;0.48;35.33;138.7;0.818;146.3;0.803;36.4;81.30023587
48.7532;13.1599;8.097;2.7335;1.10255;27.05615;43.85437;15.95;143;0.439;3.5;176.4;0.417;149.5;0.417;147.3;0.818;0.77;42.85;137.6;0.805;148.4;0.804;37;81.2599801
48.7532;13.1599;8.097;2.7335;1.10255;27.05615;43.85437;15.79;147.3;0.45;0.58;188.2;0.432;147.3;0.43;144.1;0.831;0.706;50.3;141.9;0.817;148.4;0.82;37;81.26149863
48.7532;13.1599;8.097;2.7335;1.10255;27.05615;43.85437;15;146.3;0.433;0.58;176.4;0.428;148.4;0.436;151.6;0.813;0.603;42.27;126.9;0.806;146.3;0.806;36.4;81.30052406
48.7532;13.1599;8.097;2.7335;1.10255;27.05615;43.85437;16.145;185;0.303;1.83;178.5;0.437;144.1;0.412;145.2;0.822;0.429;37.42;151.6;0.691;145.2;0.788;36.2;81.26122601
49.33;14.08;5.35;2.06;1.24;27.72;45.0138;14.64;145.2;0.439;3.87;188.2;0.44;151.6;0.43;147.3;0.82;0.663;40.32;145.2;0.785;151.6;0.806;37.8;81.25748582
49.33;14.08;5.35;2.06;1.24;27.72;45.0138;15.55;154.9;0.44;6.87;167.8;0.45;153.8;0.436;148.4;0.808;0.568;44.45;136.6;0.835;146.3;0.803;36.4;81.30023587
48.65;13.3;10.01;3.34;1.1;26.19;43.0812;16;145.2;0.445;22;179.6;0.431;153.8;0.436;150.6;0.842;0.324;11.8;144.1;0.798;148.4;0.811;37;81.26064449
48.29;14.02;10.52;2.96;1.14;26.6;43.0198;16.85;144.8;0.445;9.3;173.3;0.439;147;0.449;143.7;0.848;0.537;33.56;138.2;0.801;143.7;0.83;35.8;81.27975214
49.57;13.93;11.07;3.24;1.09;25.63;44.0137;16;157.9;0.43;10.45;173.3;0.465;150.3;0.445;149.2;0.803;0.413;46.2;138.2;0.801;145;0.8;36.3;81.18481968
49.57;13.93;11.07;3.24;1.09;25.63;44.0137;14.31;161.2;0.418;10.1;185.4;0.44;153.6;0.426;150.3;0.817;0.588;30.2;145.9;0.69;148.1;0.765;36.9;81.26921764
49.57;13.93;11.07;3.24;1.09;25.63;44.0137;16.11;148.1;0.435;6;174.4;0.444;143.7;0.417;144.8;0.838;0.675;48;147.4;0.736;140.4;0.814;35;81.26821523
49.57;13.93;11.07;3.24;1.09;25.63;44.0137;14.495;147;0.418;5.9;174.4;0.444;153.6;0.39;147;0.825;0.706;50.21;149.2;0.79;145.9;0.821;36.3;81.30242754
49.57;13.93;11.07;3.24;1.09;25.63;44.0137;6.645;149.2;0.449;3.47;174.4;0.447;153.6;0.439;148.1;0.833;0.521;22.43;140.4;0.81;148.1;0.836;36.9;81.27596583
48.33215;13.81685;11.95845;2.34845;1.0564;23.8682;43.746781;13.71;150.7;0.443;10.1;174.9;0.44;145;0.457;151.9;0.827;0.562;31.3;138.1;0.828;143.8;0.822;35.8;81.29193186
48.33215;13.81685;11.95845;2.34845;1.0564;23.8682;43.746781;17.77;161.1;0.45;1.18;207.1;0.426;157.6;0.434;155.3;0.849;0.444;27.33;148.4;0.838;153;0.806;38.1;81.28091242
48.33215;13.81685;11.95845;2.34845;1.0564;23.8682;43.746781;17.095;156.5;0.517;1.3;185.2;0.458;166.8;0.41;163.4;0.793;0.365;29.07;141.5;0.831;155.3;0.765;38.7;81.26290263
48.33215;13.81685;11.95845;2.34845;1.0564;23.8682;43.746781;13.815;139.2;0.467;19.6;173.7;0.459;147.3;0.446;143.8;0.846;0.372;55.56;132.3;0.799;138.1;0.807;34.4;81.28335438
47.79;14.26;11.99;3.4;1.11;23.39;42.013;16.395;146.1;0.461;5.33;173.7;0.41;149.6;0.446;141.5;0.839;0.601;38.9;141.5;0.751;146.1;0.763;36.4;81.2708891
47.8;13.01;9.59;1.01;0.975;24.67;44.7678;14.115;142.7;0.448;3.13;154.2;0.47;143.8;0.456;142.7;0.876;0.609;35.76;133.5;0.865;139.2;0.849;34.7;81.27291808
49.22;14.27;9.88;2.41;1.169;25.65;44.5008;15.535;150.7;0.431;1.91;172.6;0.431;148.4;0.42;151.9;0.781;0.627;36.67;133.5;0.757;142.7;0.753;35.6;81.24684802
49.22;14.27;9.88;2.41;1.169;25.65;44.5008;13.285;146.1;0.437;6.67;149.6;0.498;147.3;0.433;146.1;0.826;0.519;47.55;138.1;0.79;146.1;0.797;36.4;81.27416504
49.22;14.27;9.88;2.41;1.169;25.65;44.5008;16.26;139.2;0.432;3.4;176;0.417;151.9;0.417;149.6;0.786;0.508;11;136.9;0.765;142.7;0.764;35.6;81.24793461
49.22;14.27;9.88;2.41;1.169;25.65;44.5008;16.72;153;0.452;3.17;174.9;0.537;148.4;0.423;146.1;0.823;0.514;28.2;149.6;0.693;148.4;0.756;37;81.25542303
49.22;14.27;9.88;2.41;1.169;25.65;44.5008;15.785;146.1;0.455;1.27;180.6;0.442;151.9;0.41;153;0.813;0.701;19.05;143.8;0.766;146.1;0.79;36.4;81.27349068
48.49;13.75;11.01;2.35;1.034;24.17;43.913;15.345;141.5;0.455;2.55;164.5;0.449;148.4;0.43;146.1;0.845;0.619;30;135.8;0.823;145;0.826;36.1;81.29100589
48.32;14.52;9.8;2.03;1.159;24.75;43.9699;;132.3;0.531;13.5;;;120.8;0.542;138.1;0.555;0.452;1;128.9;0.57;138.1;0.562;34.4;81.25837147
48.39;13.91;9.65;3.15;1.051;25.13;42.933;15.275;150.7;0.392;4.73;176;0.396;156.5;0.381;154.2;0.731;0.508;50.27;146.1;0.703;153;0.709;38.1;81.27198711
48.39;13.91;9.65;3.15;1.051;25.13;42.933;14.83;156.5;0.405;1.18;182.9;0.413;150.7;0.406;151.9;0.816;0.547;39.14;150.7;0.685;149.6;0.765;37.3;81.2552886
48.39;13.91;9.65;3.15;1.051;25.13;42.933;16.3;130.6;0.439;5.7;134.8;0.387;129.5;0.428;128.5;0.847;0.534;29.38;138.9;0.744;134.8;0.811;33.6;81.27351457
48.39;13.91;9.65;3.15;1.051;25.13;42.933;16.51;150.9;0.374;15.4;162.9;0.413;144.3;0.408;139.9;0.818;0.516;42.1;134.5;0.73;141;0.735;35.1;81.2864079
48.39;13.91;9.65;3.15;1.051;25.13;42.933;15.31;136.7;0.446;6.47;161.8;0.425;139.9;0.414;135.6;0.819;0.444;9.73;131.2;0.812;136.7;0.794;34;81.31103892
48.39;13.91;9.65;3.15;1.051;25.13;42.933;15.395;133.4;0.445;5.65;156.3;0.44;154.1;0.389;142.1;0.795;0.56;47;125.7;0.844;136.7;0.819;34;81.31360678
48.39;13.91;9.65;3.15;1.051;25.13;42.933;9.035;142.1;0.525;0.94;166.2;0.437;142.1;0.422;136.7;0.83;0.647;32.53;127.9;0.829;134.5;0.825;33.5;81.2892552
48.39;13.91;9.65;3.15;1.051;25.13;42.933;13.61;143.2;0.439;3;179.3;0.422;146.5;0.416;145.4;0.834;0.544;51.64;134.5;0.789;142.1;0.812;35.4;81.27962108
47.80205;13.0407;9.8263;2.14475;0.97675;25.27535;43.5510625;14.565;135;0.458;3.2;172.7;0.412;144.3;0.436;141;0.436;0.706;;133.4;0.828;145.4;0.814;36.2;81.28941126
47.80205;13.0407;9.8263;2.14475;0.97675;25.27535;43.5510625;15.485;133.4;0.453;9.92;136.7;0.449;144.3;0.432;143.2;0.812;0.621;35.37;129;0.83;138.8;0.835;34.6;81.2719018
48.8123;14.3196;5.7889;2.47925;1.2918;23.9194;44.0115625;15.27;133.4;0.453;9.92;;;141;0.432;138.8;0.824;0.552;49.3;132.3;0.809;137.7;0.806;34.3;81.28368854
48.8123;14.3196;5.7889;2.47925;1.2918;23.9194;44.0115625;13.12;136.1;0.446;6.44;;;138.8;0.431;144.3;0.817;0.629;36;134.5;0.833;141;0.832;35.1;81.29608075
49.66;15.13;6.91;3.35;1.31;25.16;43.806;13.51;158.8;0.391;1.33;156.6;0.42;158.8;0.388;157.7;0.821;0.693;36.82;147.8;0.688;151.1;0.758;37.7;81.24098169
49.66;15.13;6.91;3.35;1.31;25.16;43.806;13.445;145.7;0.415;15.22;159.9;0.418;143.5;0.589;152.2;0.422;0.573;33.25;133.6;0.793;141.3;0.508;35.2;81.25013775
50.69;15.15;6.14;3.4;1.377;25.2;44.7795;14.53;151.1;0.425;5.2;196;0.418;155.5;0.403;147.8;0.814;0.503;29.88;139.1;0.773;154.4;0.769;38.5;81.25185075
50.69;15.15;6.14;3.4;1.377;25.2;44.7795;;;;;;;157.7;0.472;177.4;0.464;0.565;0.74;;;163.2;0.489;40.7;81.22120883
50.69;15.15;6.14;3.4;1.377;25.2;44.7795;14.31;153.3;0.404;4.3;184;0.401;153.3;0.404;151.1;0.823;0.873;36;142.4;0.779;148.9;0.774;37.1;81.26933706
50.69;15.15;6.14;3.4;1.377;25.2;44.7795;13.955;150;0.434;2.86;179.6;0.42;146.7;0.429;147.8;0.87;0.311;43.52;142.4;0.806;150;0.825;37.4;81.26059778
50.23;15.35;6.65;3.71;1.377;26.66;43.9578;16.245;170.8;0.366;1.08;190.5;0.415;156.6;0.43;158.8;0.8;0.76;41.9;153.3;0.748;155.5;0.793;38.7;81.2894459
50.23;15.35;6.65;3.71;1.377;26.66;43.9578;15.235;176.3;0.379;1.9;185.1;0.457;162.1;0.419;155.5;0.845;;45.85;150;0.754;153.3;0.776;38.2;81.26560825
50.23;15.35;6.65;3.71;1.377;26.66;43.9578;17.58;164.3;0.403;20.63;185.1;0.428;150;0.445;151.1;0.837;0.575;57.11;135.8;0.821;144.6;0.808;36;81.28969226
50.23;15.35;6.65;3.71;1.377;26.66;43.9578;17.665;170.8;0.394;2.19;189.5;0.46;154.4;0.45;153.3;0.853;0.429;50.44;136.9;0.814;142.4;0.813;35.5;81.26621845
50.23;15.35;6.65;3.71;1.377;26.66;43.9578;13.46;132.5;0.553;5.82;164.3;0.459;150;0.459;146.7;0.873;1.6;46;134.7;0.811;141.3;0.823;35.2;81.28154544
49.016;13.0581;8.6824;3.4524;1.112;25.045;43.363217;;153.3;0.442;2.47;189.5;0.418;155.5;0.485;145.7;0.835;;2.47;131.4;0.828;142.4;0.809;35.5;81.265823
49.016;13.0581;8.6824;3.4524;1.112;25.045;43.363217;16.195;158.8;0.39;6.9;175.2;0.442;153.3;0.435;143.5;0.893;0.742;40;133.6;0.834;140.2;0.833;34.9;81.29711023
49.016;13.0581;8.6824;3.4524;1.112;25.045;43.363217;12.095;153.3;0.428;0.1;189.5;0.415;155.5;0.429;152.2;0.867;0.855;35.33;148.9;0.828;147.8;0.798;36.8;81.28535121
49.016;13.0581;8.6824;3.4524;1.112;25.045;43.363217;14.59;147.8;0.441;2.13;181.8;0.435;156.6;0.395;148.9;0.846;0.516;47.18;135.2;0.83;141.8;0.828;35.3;81.29476547
49.016;13.0581;8.6824;3.4524;1.112;25.045;43.363217;14.88;159.3;0.412;2.09;178;0.439;154.4;0.422;147.3;0.841;0.247;44.31;142.4;0.842;147.3;0.811;36.7;81.27435337
49.016;13.0581;8.6824;3.4524;1.112;25.045;43.363217;14.28;140.2;0.438;29.14;182.9;0.427;144.6;0.432;143.5;0.747;0.49;8;132.5;0.553;134.7;0.556;33.6;81.23298358
47.9497;15.02115;6.9734;3.0763;1.1804;25.24935;42.4048865;14.575;151.1;0.41;7.75;169.7;0.438;147.8;0.422;141.3;0.877;0.385;26.43;138;0.827;143.5;0.796;35.7;81.30280957
47.9497;15.02115;6.9734;3.0763;1.1804;25.24935;42.4048865;14.575;135.8;0.443;1.22;166.8;0.411;142.7;0.422;140.4;0.813;0.811;27.41;128.9;0.812;135.8;0.792;33.8;81.29817745
49.08;15.5;8.34;3.32;1.138;24.79;43.2026;13.67;154.2;0.506;18.3;174.1;0.464;147.8;0.404;146.7;0.785;0.419;35.9;145.7;0.725;151.1;0.755;37.7;81.24070165
49.08;15.5;8.34;3.32;1.138;24.79;43.2026;;146.1;0.438;15.82;176;0.44;147.3;0.442;145;0.845;0.426;58.3;138.1;0.799;141.5;0.826;34.1;81.892304
49.08;15.5;8.34;3.32;1.138;24.79;43.2026;15.3;184.1;0.333;1.33;168.6;0.453;144.6;0.447;146.7;0.844;0.521;45.09;133.6;0.79;144.6;0.778;36;81.28677451
49.08;15.5;8.34;3.32;1.138;24.79;43.2026;16.66;182.9;0.329;1.07;180.7;0.432;146.7;0.426;144.6;0.849;0.534;41.58;128.1;0.819;141.3;0.793;35.2;81.27855877
49.08;15.5;8.34;3.32;1.138;24.79;43.2026;14.745;138;0.46;14.5;154.4;0.464;134.7;0.456;136.9;0.854;0.398;39.91;127;0.784;131.4;0.787;32.7;81.30316563
49.34115;15.52145;7.8806;2.8681;1.32675;25.7425;43.9440655;16.42;145;0.441;1.69;184.1;0.424;150.7;0.413;149.6;0.806;0.473;50.27;134.6;0.79;143.8;0.779;35.8;81.2877271
48.33215;13.81685;11.95845;2.34845;1.0564;23.8682;43.746781;15.91;149.6;0.435;2.54;169.1;0.431;151.9;0.432;151.9;0.838;0.503;40;141.5;0.819;149.6;0.798;37.3;81.25839667
48.33215;13.81685;11.95845;2.34845;1.0564;23.8682;43.746781;13.96;145;0.441;1.18;168;0.441;147.3;0.442;147.3;0.841;0.526;33.09;138.1;0.783;147.3;0.803;36.7;81.27358898
49.54;14.17;5.5;1.61;1.127;26.67;45.6918;14.09;152.5;0.291;2;206.8;0.343;153.6;0.269;152.5;0.797;0.745;44.67;142.1;0.712;149.4;0.725;37.2;81.27684414
49.54;14.17;5.5;1.61;1.127;26.67;45.6918;12.77;145.2;0.376;1.1;183.9;0.358;151.5;0.357;150.4;0.828;0.786;58;134.8;0.807;140;0.817;34.9;81.26890289
49.54;14.17;5.5;1.61;1.127;26.67;45.6918;15.86;150.4;0.407;44.7;177.6;0.42;149.4;0.417;148.3;0.86;0.76;68.54;134.8;0.871;142.1;0.863;35.4;81.28466861
48.5;15.66;7.12;2.27;1.268;25.3;43.7221;16.335;146.3;0.422;0.89;171.3;0.441;150.4;0.428;147.3;0.853;0.547;31.75;137.4;0.861;138.9;0.84;34.6;81.28583017
48.5;15.66;7.12;2.27;1.268;25.3;43.7221;14.54;145.2;0.415;1;158.8;0.45;142.1;0.449;140;0.835;0.437;36.67;130.6;0.841;141;0.815;35.1;81.29438623
49.98;13.77;7.39;3.71;1.192;25.68;43.9448;15.17;143.1;0.446;1.9;182.8;0.433;148.3;0.444;146.3;0.845;0.429;38.74;135.8;0.857;146.3;0.831;36.4;81.30292534
49.98;13.77;7.39;3.71;1.192;25.68;43.9448;14.165;141;0.453;3.13;176.5;0.457;146.3;0.44;142.1;0.855;0.442;39.55;133.7;0.844;141;0.815;35.1;81.29438623
50.63;15.36;6.2;3.9;1.359;25.46;44.153;14.775;155.7;0.403;1.07;191.2;0.451;147.3;0.426;146.3;0.827;0.557;37.27;145.2;0.745;145.2;0.812;36.2;81.26355373
49.98;13.77;7.39;3.71;1.192;25.68;43.9448;12.8;145.2;0.44;0.87;184.9;0.445;146.3;0.429;141;0.865;0.529;100.2;129.5;0.832;138.9;0.827;34.6;81.28451422
49.98;13.77;7.39;3.71;1.192;25.68;43.9448;14.73;153.6;0.402;13.33;141;0.438;146.3;0.433;142.1;0.837;0.496;80.27;140;0.795;145.2;0.802;36.2;81.26258392
50.63;15.36;6.2;3.9;1.359;25.46;44.153;12.715;164;0.361;4.9;177.6;0.448;145.2;0.418;143.1;0.849;0.388;5.2;132.7;0.823;138.9;0.816;34.6;81.28340058
50.63;15.36;6.2;3.9;1.359;25.46;44.153;;;;;141;0.489;136.9;0.492;147.3;0.509;0.498;2.93;142.1;0.485;134.8;0.504;33.6;81.24141824
50.63;15.36;6.2;3.9;1.359;25.46;44.153;11.95;148.3;0.354;2.9;190.1;0.368;148.3;0.348;146.3;0.806;0.457;35.16;134.8;0.75;142.1;0.729;35.4;81.27140064
50.63;15.36;6.2;3.9;1.359;25.46;44.153;14.49;156.7;0.332;2.7;183.9;0.358;142.1;0.359;140;0.824;0.449;86.3;129.5;0.78;136.9;0.78;34.1;81.28189708
50.3217;15.707;5.5129;2.2529;1.2247;25.5;45.555047;16.515;152.5;0.378;0.12;177.6;0.402;150.4;0.383;142.1;0.859;0.547;44.57;132.7;0.823;140;0.817;34.9;81.26890289
50.3217;15.707;5.5129;2.2529;1.2247;25.5;45.555047;16.685;143.1;0.435;3;163;0.426;144.2;0.418;140;0.879;0.431;54.84;133.7;0.828;142.1;0.823;35.4;81.28070999
49.63;15.38;7.49;3.81;1.181;26.05;43.2463;14.495;140.4;0.422;1.14;174.4;0.435;141.5;0.43;141.5;0.835;0.562;56.1;131.6;0.8;139.3;0.798;35.3;80.9574829
49.63;15.38;7.49;3.81;1.181;26.05;43.2463;16.69;162.3;0.352;2.78;166.7;0.423;148.1;0.411;145.9;0.784;1.091;46.22;136;0.774;143.7;0.755;35.8;81.27240747
48.2264;14.0419;8.7047;2.735;1.0772;26.035;43.193665;;153.6;0.498;2.09;;;154.7;0.47;155.8;0.491;0.907;1.2;152.5;0.477;157.9;0.507;39.4;81.21387075
48.2264;14.0419;8.7047;2.735;1.0772;26.035;43.193665;14.075;148.1;0.415;3.47;181;0.416;148.1;0.415;142.6;0.845;0.519;37.7;140.4;0.807;142.6;0.791;35.5;81.29021136
49.5766;15.0239;7.9074;3.7276;1.2962;26.675;43.334483;15.03;148.1;0.419;4.61;181;0.422;152.5;0.428;148.1;0.826;0.583;47.62;133.8;0.807;141.5;0.804;35.3;81.25289291
49.5766;15.0239;7.9074;3.7276;1.2962;26.675;43.334483;15.49;141.5;0.436;2.07;196.3;0.419;155.8;0.422;151.4;0.844;0.573;34.67;141.5;0.778;144.8;0.793;36.1;81.26206646
49.5766;15.0239;7.9074;3.7276;1.2962;26.675;43.334483;15.555;153.6;0.442;0.1;192;0.454;153.6;0.452;153.6;0.839;0.673;43.48;150.3;0.743;150.3;0.796;37.4;81.29513495
49.5766;15.0239;7.9074;3.7276;1.2962;26.675;43.334483;;148.1;0.404;3.6;138.2;0.437;154.7;0.387;145.3;0.836;0.542;46.35;137.1;0.752;138.2;0.692;34.4;81.28513663
49.5766;15.0239;7.9074;3.7276;1.2962;26.675;43.334483;15.415;139.3;0.445;;185.4;0.418;145.9;0.436;145.9;0.802;0.57;54.36;131.6;0.804;140.4;0.788;35;81.26560833
49.5766;15.0239;7.9074;3.7276;1.2962;26.675;43.334483;13.615;147;0.436;0.33;171.1;0.45;148.1;0.437;142.6;0.832;0.521;44.33;134.9;0.756;140.4;0.803;35;81.2671124
49.5766;15.0239;7.9074;3.7276;1.2962;26.675;43.334483;13.89;149.2;0.416;2.5;140.4;0.453;138.2;0.441;137.1;0.85;0.711;48.82;136;0.797;136;0.837;33.9;81.27496546
49.5766;15.0239;7.9074;3.7276;1.2962;26.675;43.334483;14.375;144.8;0.419;3.91;184.3;0.416;154.7;0.396;151.4;0.801;0.578;45.7;138.2;0.801;145.9;0.777;36.3;81.29818902
49.1791;14.809;8.8531;3.8633;1.1966;26.5537;42.824019;14.13;145.9;0.416;4.26;152.5;0.433;152.5;0.405;145.9;0.85;0.586;29.45;131.6;0.824;137.1;0.834;34.2;81.25982086
49.1791;14.809;8.8531;3.8633;1.1966;26.5537;42.824019;17.65;144.8;0.415;4.45;148.1;0.539;152.5;0.417;150.8;0.822;0.398;48.05;129.4;0.859;145.3;0.791;36.2;81.27436065
49.1791;14.809;8.8531;3.8633;1.1966;26.5537;42.824019;15.145;149.2;0.403;5.27;185.2;0.421;153.6;0.436;151.4;0.826;0.524;34.12;136;0.81;147;0.76;36.6;81.28254292
49.1791;14.809;8.8531;3.8633;1.1966;26.5537;42.824019;16.84;163.4;0.368;21.6;176.6;0.425;147;0.416;149.2;0.792;0.637;64.11;131.6;0.828;137.1;0.815;34.2;81.25786958
49.1791;14.809;8.8531;3.8633;1.1966;26.5537;42.824019;;138.2;0.443;9.73;136;0.465;138.2;0.446;148.1;0.474;0.316;9.4;129.4;0.818;137.1;0.749;34.2;81.25108828
49.1791;14.809;8.8531;3.8633;1.1966;26.5537;42.824019;13.1;151.4;0.39;4.27;163.4;0.446;149.2;0.41;147;0.861;0.673;33.22;134.9;0.824;140.4;0.815;35;81.26831548
49.1791;14.809;8.8531;3.8633;1.1966;26.5537;42.824019;13.115;134.9;0.449;1.78;174.4;0.43;143.7;0.444;134.9;0.836;0.511;39.38;133.8;0.771;139.3;0.764;34.7;81.27771784
49.1791;14.809;8.8531;3.8633;1.1966;26.5537;42.824019;16.12;142.6;0.448;0.48;190.9;0.41;148.1;0.427;145.9;0.831;0.532;24.4;139.3;0.798;144.8;0.805;36.1;81.26323352
49.1791;14.809;8.8531;3.8633;1.1966;26.5537;42.824019;15.115;162.3;0.364;1.3;;;151.4;0.401;155.8;0.734;0.532;44.23;133.8;0.771;144.8;0.742;36.1;81.25710487
48.4802;16.0124;7.8326;4.3476;1.0781;25.8;41.426408;13.015;147.1;0.405;0.52;155.5;0.431;142.9;0.435;141.8;0.852;0.483;42.75;132.3;0.815;140.7;0.83;35.1;81.25617732
48.4802;16.0124;7.8326;4.3476;1.0781;25.8;41.426408;13.995;147.1;0.429;0.5;187.3;0.425;153.4;0.415;149.2;0.826;0.223;38.2;138.6;0.807;152.4;0.812;38;81.25738701
48.91;14.99;8.09;3.1;1.224;24.91;43.3445;14.05;140.7;0.438;0.1;180.9;0.417;149.2;0.413;148.1;0.829;0.603;34.2;141.8;0.803;149.2;0.793;37.2;81.25826074
48.91;14.99;8.09;3.1;1.224;24.91;43.3445;17.43;143.9;0.415;9.17;176.7;0.413;142.9;0.411;139.7;0.802;0.544;46.22;133.3;0.799;143.9;0.816;24.8;
48.91;14.99;8.09;3.1;1.224;24.91;43.3445;16.535;140.7;0.428;1;175.7;0.41;146;0.416;145;0.81;0.521;43.4;136.5;0.803;142.9;0.805;35.6;81.27811179
48.91;14.99;8.09;3.1;1.224;24.91;43.3445;14.425;168.2;0.311;3.83;194.7;0.411;140.7;0.396;131.2;0.778;0.36;34.5;125.9;0.796;135.4;0.787;33.7;81.29814583
48.91;14.99;8.09;3.1;1.224;24.91;43.3445;;134.9;0.402;6.67;;;133.3;0.411;132.3;0.425;0.555;;127;0.61;133.3;0.6;33.2;81.26690712
48.91;14.99;8.09;3.1;1.224;24.91;43.3445;13.32;149;0.284;3.73;177.8;0.291;145;0.255;142.9;0.725;0.421;47.22;132.3;0.63;142.9;0.639;35.6;81.26175354
48.91;14.99;8.09;3.1;1.224;24.91;43.3445;13.02;138.6;0.313;1.1;200;0.308;147.1;0.302;141.8;0.783;0.501;55.3;135.4;0.78;141.8;0.78;35.3;81.29000661
48.91;14.99;8.09;3.1;1.224;24.91;43.3445;;139.7;0.396;0.91;;;141.8;0.383;151.3;0.375;0.434;0.9;140.7;0.382;148.1;0.383;36.9;81.23282683
48.91;14.99;8.09;3.1;1.224;24.91;43.3445;14.055;143.9;0.363;6.91;189.4;0.37;151.3;0.349;138.6;0.819;0.506;63.2;136.5;0.737;145;0.728;36.1;81.28149896
48.91;14.99;8.09;3.1;1.224;24.91;43.3445;8.9;135.4;0.39;2.1;167.2;0.398;138.6;0.402;136.5;0.853;0.288;47.18;127;0.824;131.2;0.809;32.7;81.27715151
48.91;14.99;8.09;3.1;1.224;24.91;43.3445;16.365;148.1;0.419;11.3;190.9;0.795;149.2;0.405;148.1;0.834;0.498;52;145.9;0.795;143.7;0.814;35.8;81.27818576
48.91;14.99;8.09;3.1;1.224;24.91;43.3445;14.695;131.6;0.414;2.71;;;138.2;0.41;142.6;0.794;0.475;44;129.4;0.793;136;0.797;33.9;81.27082736
49.4212;14.4322;7.1721;4.16235;1.19125;26.0987;42.8026555;15.68;145.9;0.504;9.73;175.5;0.489;154.7;0.479;150.3;0.81;0.442;56.55;140.4;0.784;145.9;0.795;36.3;81.29992319
